#TYPE System.IO.FileInfo
"PSPath","PSParentPath","PSChildName","PSDrive","PSProvider","PSIsContainer","VersionInfo","BaseName","Mode","Name","Length","DirectoryName","Directory","IsReadOnly","Exists","FullName","Extension","CreationTime","CreationTimeUtc","LastAccessTime","LastAccessTimeUtc","LastWriteTime","LastWriteTimeUtc","Attributes"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - 03.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 100 - 03.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - 03.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 100 - 03","-a---","1568 - OFFICE - 100 - 03.png","891","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - 03.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - O1.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 100 - O1.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - O1.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 100 - O1","-a---","1568 - OFFICE - 100 - O1.png","874","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - O1.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - O2.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 100 - O2.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - O2.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 100 - O2","-a---","1568 - OFFICE - 100 - O2.png","889","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 100 - O2.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 101.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 101.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 101.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 101","-a---","1568 - OFFICE - 101.png","794","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 101.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 200 - O1.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 200 - O1.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 200 - O1.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 200 - O1","-a---","1568 - OFFICE - 200 - O1.png","879","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 200 - O1.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 200 - O2.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 200 - O2.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 200 - O2.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 200 - O2","-a---","1568 - OFFICE - 200 - O2.png","885","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 200 - O2.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O1.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 300 - O1.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O1.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 300 - O1","-a---","1568 - OFFICE - 300 - O1.png","891","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O1.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O2.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 300 - O2.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O2.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 300 - O2","-a---","1568 - OFFICE - 300 - O2.png","901","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O2.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O3.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 300 - O3.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O3.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 300 - O3","-a---","1568 - OFFICE - 300 - O3.png","896","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O3.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O4.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 300 - O4.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O4.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 300 - O4","-a---","1568 - OFFICE - 300 - O4.png","899","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O4.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O5.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - 300 - O5.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O5.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - 300 - O5","-a---","1568 - OFFICE - 300 - O5.png","891","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - 300 - O5.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - Front Desk.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - Front Desk.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - Front Desk.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - Front Desk","-a---","1568 - OFFICE - Front Desk.png","981","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - Front Desk.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - S100 - O4.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - OFFICE - S100 - O4.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - S100 - O4.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - OFFICE - S100 - O4","-a---","1568 - OFFICE - S100 - O4.png","925","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - OFFICE - S100 - O4.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SERVER - First Floor.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SERVER - First Floor.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SERVER - First Floor.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SERVER - First Floor","-a---","1568 - SERVER - First Floor.png","1020","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SERVER - First Floor.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SERVER - Fourth Floor.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SERVER - Fourth Floor.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SERVER - Fourth Floor.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SERVER - Fourth Floor","-a---","1568 - SERVER - Fourth Floor.png","1014","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SERVER - Fourth Floor.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - First Floor Electrical.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - STORAGE - First Floor Electrical.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - First Floor Electrical.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - STORAGE - First Floor Electrical","-a---","1568 - STORAGE - First Floor Electrical.png","1247","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - First Floor Electrical.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Fourth Floor Electrical.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - STORAGE - Fourth Floor Electrical.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Fourth Floor Electrical.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - STORAGE - Fourth Floor Electrical","-a---","1568 - STORAGE - Fourth Floor Electrical.png","1261","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Fourth Floor Electrical.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Second Floor Electrical.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - STORAGE - Second Floor Electrical.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Second Floor Electrical.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - STORAGE - Second Floor Electrical","-a---","1568 - STORAGE - Second Floor Electrical.png","1278","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Second Floor Electrical.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Server.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - STORAGE - Server.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Server.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - STORAGE - Server","-a---","1568 - STORAGE - Server.png","937","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Server.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Third Floor Electrical.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - STORAGE - Third Floor Electrical.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Third Floor Electrical.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - STORAGE - Third Floor Electrical","-a---","1568 - STORAGE - Third Floor Electrical.png","1249","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Third Floor Electrical.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Third Floor.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - STORAGE - Third Floor.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Third Floor.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - STORAGE - Third Floor","-a---","1568 - STORAGE - Third Floor.png","1037","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - STORAGE - Third Floor.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 100.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 100.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 100.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 100","-a---","1568 - SUITE - 100.png","788","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 100.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 101.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 101.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 101.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 101","-a---","1568 - SUITE - 101.png","791","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 101.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 200.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 200.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 200.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 200","-a---","1568 - SUITE - 200.png","796","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 200.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 201.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 201.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 201.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 201","-a---","1568 - SUITE - 201.png","794","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 201.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
"Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 300.png","Microsoft.PowerShell.Core\FileSystem::C:\Users\jloerakker\locationbarcodes2","1568 - SUITE - 300.png","C","Microsoft.PowerShell.Core\FileSystem","False","File:             C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 300.png
InternalName:     
OriginalFilename: 
FileVersion:      
FileDescription:  
Product:          
ProductVersion:   
Debug:            False
Patched:          False
PreRelease:       False
PrivateBuild:     False
SpecialBuild:     False
Language:         
","1568 - SUITE - 300","-a---","1568 - SUITE - 300.png","799","C:\Users\jloerakker\locationbarcodes2","C:\Users\jloerakker\locationbarcodes2","False","True","C:\Users\jloerakker\locationbarcodes2\1568 - SUITE - 300.png",".png","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","3/20/2014 5:55:32 PM","3/20/2014 9:55:32 PM","Archive"
